en	ko
English	한국어
lat	ko
0123456789!()\/_:&*%	0123456789!()\/_:&*%
place_your_(translator)_name_here	place_your_(번역가)_name_here
<!-- Basic names (objects and buttons) -->																																													
Buy	구입하다
Back to menu	메뉴로 돌아가기
Settings	설정
Play	놀다
Shop	가게
Coins:	동전:
Exit	출구
Set the level	레벨을 설정하세요
Sell All	다 팔다
Details:	세부:
Double coins!{#}(Watch Ad)	더블 코인!{#}(광고 보기)
Restart	재시작
Advertisement watched	광고 시청
Received coins:	받은 코인:
Sound volume	사운드 볼륨
next	다음
Tower crane	타워크레인
Workshop	작업장
Hydraulic fence	유압 울타리
Sorting of details	세부정보 정렬
Waterproofing	방수
Preprocessing	전처리
Equipment calibration	장비 교정
Cooling system	냉각 시스템
Magnets	자석
Increase field size: {#price}	필드 크기 늘리기: {#price}
See story	스토리 보기
Pause	정지시키다
End round	라운드 종료
Continue	계속하다
End saved game, and start a new one	저장된 게임을 종료하고 새 게임을 시작하세요
Tutorials	튜토리얼
Basic	기초적인
Fence	울타리
Crane	두루미
Workshop	작업장
Before	전에
Now	지금
Next	다음
Max detail:	최대 세부정보:
Bolt	볼트
Gear	기어
Gear box	기어박스
Bearing	베어링
Piston	피스톤
Engine	엔진
Moped	모터 달린 자전거
Motorcycle	오토바이
Car	자동차
<!-- Tutorials -->																																													
Hello and welcome to 'Recycling: 2048'! Are you ready for some challenge? In this tutorial you'll learn the base needed for recycling, but some features you only can find by yourself!	안녕하세요, '재활용: 2048'에 오신 것을 환영합니다! 도전할 준비가 되셨나요? 이 튜토리얼에서는 재활용에 필요한 기본 사항을 배우게 되지만 일부 기능은 혼자서만 찾을 수 있습니다!
There are 4 magnets around the field (orange objects). You can activate them by swiping (move your finger on the screen). They can move any magnetic materials - perfect for the details we work with! Give it a try by moving an object (like the bolt) three times.	자기장 주위에는 4개의 자석이 있습니다(주황색 물체). 스와이프(화면에서 손가락을 움직여)하여 활성화할 수 있습니다. 어떤 자성 물질도 옮길 수 있어 우리가 작업하는 세부 사항에 딱 맞습니다! 볼트와 같은 물체를 세 번 움직여 보십시오.
A new detail has appeared: a bolt. While some might see it as garbage, we can recycle it into something more advanced, like a gear!	새로운 세부 사항이 나타났습니다: 볼트. 어떤 사람들은 그것을 쓰레기로 볼 수도 있지만, 우리는 그것을 기어와 같은 좀 더 발전된 것으로 재활용할 수 있습니다!
Recycle two bolts into a gear by moving them together.	두 개의 볼트를 함께 움직여 기어로 재활용합니다.
Fantastic! You've just recycled some garbage! Keep it up, and together we can reach our goal of creating a better life.	환상적입니다! 방금 쓰레기를 재활용했습니다! 계속 노력하시면 함께 더 나은 삶을 창조한다는 목표를 달성할 수 있습니다.
Oh, no, the magnet has broken! :({#} You see, the right magnet is red now.	아, 안돼, 자석이 부러졌어! :({#} 보시다시피 오른쪽 자석은 이제 빨간색입니다.
Try activating the right magnet a few times and see that nothing happens. (Swipe to the right)	오른쪽 자석을 몇 번 활성화해 보고 아무 일도 일어나지 않는지 확인하세요. (오른쪽으로 스와이프)
You see, nothing happened. Now try swiping in different directions (up and down). Let's wait until the magnet repairs itself.	알다시피, 아무 일도 일어나지 않았습니다. 이제 다양한 방향(위, 아래)으로 스와이프해 보세요. 자석이 스스로 수리될 때까지 기다리자.
Done! After several moves, all magnets will be repaired.	완료! 몇 번 움직이면 모든 자석이 수리됩니다.
Now, let's talk about bio garbage (the apple leftover). Try moving it.	이제 바이오 쓰레기(사과 찌꺼기)에 대해 이야기해 보겠습니다. 움직여 보세요.
Because bio garbage lacks magnetic materials, magnets can't move it.	바이오 쓰레기에는 자성 물질이 부족하기 때문에 자석이 이를 움직일 수 없습니다.
Don't forget to sort your garbage! :)	쓰레기를 분류하는 것을 잊지 마세요! :)
This is a rust garbage. It can't be recycled either. The number indicates how much time it needs to rust away and disappear.	이것은 녹슨 쓰레기입니다. 재활용도 안 돼요. 숫자는 녹슬고 사라지는 데 필요한 시간을 나타냅니다.
Amazing! You've improved your recycling skills!	놀라운! 재활용 기술이 향상되었습니다!
Congratulations on acquiring the workshop! Let's dive into a quick tutorial on how to make the most of it.	워크샵 획득을 축하합니다! 이를 최대한 활용하는 방법에 대한 빠른 튜토리얼을 살펴보겠습니다.
Combine simple details instantly from all fields using the workshop. Give it a try now!	워크샵을 사용하여 모든 분야의 간단한 세부 사항을 즉시 결합하십시오. 지금 시도해 보세요!
It's pretty cool, right? Just keep in mind the cooldown. It takes some time, so use it wisely!	정말 멋지죠? 쿨타임을 염두에 두세요. 시간이 좀 걸리므로 현명하게 사용하세요!
Be cautious when there's only one detail available for the workshop. It won't be able to combine it and will just return the item back.	워크숍에 사용할 수 있는 세부정보가 하나만 있는 경우 주의하세요. 결합할 수 없으며 항목만 다시 반환됩니다.
So, just use it carefully.	그러니 조심해서 사용하세요.
The workshop shines when you're surrounded by annoying simple details. It's the perfect tool to tidy up your space efficiently!	짜증나는 단순한 세부 사항에 둘러싸여 있을 때 워크숍은 빛을 발합니다. 공간을 효율적으로 정리하는 완벽한 도구입니다!
Congratulations on purchasing the crane! Here's a brief tutorial on how to work with it.	크레인 구입을 축하드립니다! 다음은 작업 방법에 대한 간단한 튜토리얼입니다.
To use the crane, simply tap on the icon. Now, you've entered CRANE mode.	크레인을 사용하려면 아이콘을 탭하기만 하면 됩니다. 이제 CRANE 모드로 들어갔습니다.
In CRANE mode, choose an item on the field that you'd like to interact with.	CRANE 모드에서는 필드에서 상호 작용하려는 항목을 선택합니다.
Next, select an empty field where you want to move the chosen item.	그런 다음 선택한 항목을 이동하려는 빈 필드를 선택합니다.
Now, press on the crane once more to execute the action.	이제 크레인을 한 번 더 눌러 작업을 실행하세요.
As you upgrade, you'll gain the ability to change not only to empty fields but also swap them with other items.	업그레이드하면 빈 필드로 변경할 수 있을 뿐만 아니라 다른 항목으로 바꿀 수도 있습니다.
Don't be afraid to experiment! If you encounter an error, the game will provide an indication. {#}Try to cause an error (e.g., click on 2 empty cells).	실험하는 것을 두려워하지 마세요! 오류가 발생하면 게임에서 표시를 제공합니다. {#}오류를 유발해 보세요(예: 빈 셀 2개 클릭).
This is the error indication.	이것이 오류 표시입니다.
